2013Latest_numbers,Annotation,Class,Orthologue count,ORF length,PC RNAs/cell Silicotryp,RPM Ribsome profiling,RPM Ribsome profiling x orthogue count,Ribosomes/cell/gene,Ribosomes/mRNA,Ribosomes/kb,Fraction in polysomes,LOG 2 Ribosomes/kb,Ribosomes/kb on polysomes,
Tb927.7.5660,"hypothetical protein, conserved",ZUnknown,1,1728,2.0,161.42,161.42,31.74,15.67,9.07,0.695,3.18,13.05035971,
Tb927.11.1850,"hypothetical protein, conserved",ZUnknown,3,1488,3.3,52.79,158.37,31.14,9.34,6.28,0.48,2.65,13.08333333,
Tb927.10.15440,"hypothetical protein, conserved",ZUnknown,1,858,0.9,25.46,25.46,5.01,5.67,6.61,0.505,2.72,13.08910891,
Tb927.2.2770,"hypothetical protein, conserved",ZUnknown,1,378,2.9,48.63,48.63,9.56,3.25,8.6,0.655,3.1,13.12977099,
Tb927.11.13470,"hypothetical protein, conserved",ZUnknown,2,711,7.0,98.24,196.48,38.63,5.51,7.75,0.59,2.95,13.13559322,
Tb927.9.15330,"hypothetical protein, conserved",ZUnknown,1,2694,1.3,145.46,145.46,28.6,22.29,8.28,0.63,3.05,13.14285714,
Tb927.9.8240,"hypothetical protein, conserved",ZUnknown,1,1497,0.7,38.36,38.36,7.54,10.23,6.84,0.52,2.77,13.15384615,
Tb927.10.2380,"hypothetical protein, conserved",ZUnknown,1,2751,2.1,257.46,257.46,50.62,24.06,8.75,0.665,3.13,13.15789474,
Tb927.4.5380,"hypothetical protein, conserved",ZUnknown,2,4383,1.9,191.92,383.84,75.47,39.78,9.08,0.69,3.18,13.15942029,
Tb927.10.4470,"hypothetical protein, conserved",ZUnknown,2,3156,1.4,93.01,186.02,36.57,25.6,8.11,0.615,3.02,13.18699187,
Tb927.8.7790,"hypothetical protein, conserved",ZUnknown,1,366,3.8,75.52,75.52,14.85,3.86,10.56,0.8,3.4,13.2,
Tb927.11.5810,"hypothetical protein, conserved",ZUnknown,1,621,1.5,40.62,40.62,7.99,5.25,8.45,0.64,3.08,13.203125,
Tb927.11.9290,"hypothetical protein, conserved",ZUnknown,1,2292,0.5,63.27,63.27,12.44,23.37,10.19,0.765,3.35,13.32026144,
Tb927.11.4360,"hypothetical protein, conserved",ZUnknown,1,774,2.3,67.38,67.38,13.25,5.83,7.53,0.565,2.91,13.32743363,
Tb927.7.2120,"hypothetical protein, conserved",ZUnknown,1,1248,2.2,147.50,147.5,29,13.15,10.54,0.79,3.4,13.34177215,
Tb927.6.3240,"hypothetical protein, conserved",ZUnknown,1,816,2.5,63.50,63.5,12.48,4.91,6.01,0.45,2.59,13.35555556,
Tb927.8.2870,"hypothetical protein, conserved",ZUnknown,1,2247,0.5,43.60,43.6,8.57,17.01,7.57,0.565,2.92,13.39823009,
Tb927.11.5180,"hypothetical protein, conserved",ZUnknown,1,753,3.4,116.42,116.42,22.89,6.67,8.86,0.66,3.15,13.42424242,
Tb927.11.12070,"hypothetical protein, conserved",ZUnknown,1,876,1.3,40.43,40.43,7.95,6.26,7.14,0.53,2.84,13.47169811,
Tb927.11.9120,"hypothetical protein, conserved",ZUnknown,1,2310,0.4,37.33,37.33,7.34,17.13,7.42,0.55,2.89,13.49090909,
Tb927.10.1650,"hypothetical protein, conserved",ZUnknown,1,519,1.0,20.09,20.09,3.95,4.06,7.83,0.58,2.97,13.5,
Tb927.7.3090,"hypothetical protein, conserved",ZUnknown,1,3087,0.8,123.85,123.85,24.35,30.32,9.82,0.725,3.3,13.54482759,
Tb927.2.4650,"hypothetical protein, conserved",ZUnknown,1,762,1.8,56.22,56.22,11.05,6.25,8.2,0.605,3.04,13.55371901,
Tb927.4.3520,"hypothetical protein, conserved",ZUnknown,1,537,3.6,86.25,86.25,16.96,4.7,8.76,0.645,3.13,13.58139535,
Tb927.8.5900,"hypothetical protein, conserved",ZUnknown,1,396,1.9,21.24,21.24,4.18,2.24,5.65,0.415,2.5,13.61445783,
Tb927.5.3230,"hypothetical protein, conserved",ZUnknown,1,6546,1.4,533.94,533.94,104.98,73.14,11.17,0.82,3.48,13.62195122,
Tb927.10.7350,"hypothetical protein, conserved",ZUnknown,1,5385,1.1,333.47,333.47,65.56,59.14,10.98,0.805,3.46,13.63975155,
Tb927.8.3410,"hypothetical protein, conserved",ZUnknown,1,4557,0.7,170.27,170.27,33.48,46.81,10.27,0.75,3.36,13.69333333,
Tb927.11.12440,"hypothetical protein, conserved",ZUnknown,1,1185,1.7,94.26,94.26,18.53,11.09,9.36,0.675,3.23,13.86666667,
Tb927.1.4800,"hypothetical protein, conserved",ZUnknown,1,1404,0.5,26.94,26.94,5.3,10.34,7.36,0.53,2.88,13.88679245,
Tb927.7.4360,"hypothetical protein, conserved",ZUnknown,1,993,1.4,62.82,62.82,12.35,8.77,8.83,0.635,3.14,13.90551181,
Tb927.5.2540,"hypothetical protein, conserved",ZUnknown,1,1233,0.8,33.39,33.39,6.56,8.5,6.89,0.495,2.78,13.91919192,
Tb927.11.1360,"hypothetical protein, conserved",ZUnknown,1,1707,0.6,45.39,45.39,8.92,15.81,9.26,0.665,3.21,13.92481203,
Tb927.4.2430,"hypothetical protein, conserved",ZUnknown,1,1965,0.8,80.15,80.15,15.76,18.89,9.61,0.69,3.26,13.92753623,
Tb927.9.3390,"hypothetical protein, conserved",ZUnknown,1,762,1.8,61.22,61.22,12.04,6.58,8.64,0.62,3.11,13.93548387,
Tb927.4.4480,"hypothetical protein, conserved",ZUnknown,2,2844,0.8,47.51,95.02,18.68,24.56,8.64,0.62,3.11,13.93548387,
Tb927.11.8250,"hypothetical protein, conserved",ZUnknown,1,555,1.3,25.71,25.71,5.05,3.75,6.76,0.485,2.76,13.93814433,
Tb927.10.9180,"hypothetical protein, conserved",ZUnknown,1,1257,1.1,60.50,60.5,11.89,10.37,8.25,0.59,3.04,13.98305085,
Tb927.11.8130,"hypothetical protein, conserved",ZUnknown,1,207,3.6,32.82,32.82,6.45,1.78,8.61,0.615,3.11,14,
Tb927.5.4470,"hypothetical protein, conserved",ZUnknown,2,2538,2.0,108.52,217.04,42.67,20.82,8.2,0.585,3.04,14.01709402,
Tb927.10.12360,"hypothetical protein, conserved",ZUnknown,1,513,2.9,72.92,72.92,14.34,5,9.75,0.695,3.29,14.02877698,
Tb927.10.15080,"hypothetical protein, conserved",ZUnknown,1,4905,0.7,161.65,161.65,31.78,48.88,9.97,0.71,3.32,14.04225352,
Tb927.6.1290,"hypothetical protein, conserved",ZUnknown,1,2700,1.9,240.84,240.84,47.35,25.05,9.28,0.655,3.21,14.16793893,
Tb927.9.3680,"hypothetical protein, conserved",ZUnknown,1,4101,1.1,244.61,244.61,48.09,43.6,10.63,0.75,3.41,14.17333333,
Tb927.5.2520,"hypothetical protein, conserved",ZUnknown,1,2745,1.2,159.33,159.33,31.33,26.86,9.78,0.69,3.29,14.17391304,
Tb927.6.3470,"hypothetical protein, conserved",ZUnknown,1,765,3.3,109.81,109.81,21.59,6.46,8.44,0.595,3.08,14.18487395,
Tb927.10.620,"hypothetical protein, conserved",ZUnknown,1,1605,0.9,58.78,58.78,11.56,12.54,7.81,0.55,2.97,14.2,
Tb927.11.11010,"hypothetical protein, conserved",ZUnknown,1,1047,6.0,365.21,365.21,71.8,12.01,11.47,0.8,3.52,14.3375,
Tb927.5.2680,"hypothetical protein, conserved",ZUnknown,1,2256,0.6,57.64,57.64,11.33,19.03,8.43,0.585,3.08,14.41025641,
Tb927.2.1760,"hypothetical protein, conserved",ZUnknown,2,2409,4.0,180.04,360.08,70.79,17.74,7.37,0.51,2.88,14.45098039,
Tb927.11.3700,"hypothetical protein, conserved",ZUnknown,1,1650,1.8,140.64,140.64,27.65,15.74,9.54,0.66,3.25,14.45454545,
Tb927.4.4040,"hypothetical protein, conserved",ZUnknown,2,780,6.6,132.61,265.22,52.14,7.9,10.12,0.7,3.34,14.45714286,
Tb927.7.760,"hypothetical protein, conserved",ZUnknown,1,1710,1.3,115.97,115.97,22.8,18.09,10.58,0.73,3.4,14.49315068,
Tb927.8.2620,"hypothetical protein, conserved",ZUnknown,1,2505,1.1,145.88,145.88,28.68,26.94,10.75,0.74,3.43,14.52702703,
Tb927.7.6770,"hypothetical protein, conserved",ZUnknown,1,294,9.3,178.17,178.17,35.03,3.78,12.87,0.885,3.69,14.54237288,
Tb927.10.8910,"hypothetical protein, conserved",ZUnknown,1,4995,1.1,298.77,298.77,58.74,55.6,11.13,0.765,3.48,14.54901961,
Tb927.10.4750,"hypothetical protein, conserved",ZUnknown,1,1173,1.5,85.69,85.69,16.85,10.87,9.27,0.635,3.21,14.5984252,
Tb927.3.1560,"hypothetical protein, conserved",ZUnknown,1,1143,1.3,72.22,72.22,14.2,11.07,9.69,0.66,3.28,14.68181818,
Tb927.3.2850,"hypothetical protein, conserved",ZUnknown,1,615,0.8,18.09,18.09,3.56,4.52,7.35,0.5,2.88,14.7,
Tb927.5.1030,"hypothetical protein, conserved",ZUnknown,1,522,1.3,30.73,30.73,6.04,4.78,9.15,0.62,3.19,14.75806452,
Tb927.10.8830,"hypothetical protein, conserved",ZUnknown,1,1758,2.6,265.98,265.98,52.29,20.04,11.4,0.77,3.51,14.80519481,
Tb927.11.1300,"hypothetical protein, conserved",ZUnknown,1,1083,1.3,68.12,68.12,13.39,9.96,9.2,0.62,3.2,14.83870968,
Tb927.7.7030,"hypothetical protein, conserved",ZUnknown,1,1956,1.3,149.83,149.83,29.46,22.94,11.73,0.79,3.55,14.84810127,
Tb927.1.3880,"hypothetical protein, conserved",ZUnknown,1,5214,0.4,124.74,124.74,24.52,61,11.7,0.785,3.55,14.9044586,
Tb927.11.9280,"hypothetical protein, conserved",ZUnknown,1,2007,0.9,77.45,77.45,15.23,17.7,8.82,0.59,3.14,14.94915254,
Tb927.10.12670,"hypothetical protein, conserved",ZUnknown,1,1611,0.8,61.75,61.75,12.14,15.37,9.54,0.635,3.25,15.02362205,
Tb927.11.13110,"hypothetical protein, conserved",ZUnknown,1,2184,1.2,128.75,128.75,25.31,21.03,9.63,0.64,3.27,15.046875,
Tb927.5.4490,"hypothetical protein, conserved",ZUnknown,2,423,2.6,16.04,32.08,6.31,2.39,5.66,0.375,2.5,15.09333333,
Tb927.8.7580,"hypothetical protein, conserved",ZUnknown,2,2622,1.3,86.47,172.94,34,25.57,9.75,0.645,3.29,15.11627907,
Tb927.7.7320,"hypothetical protein, conserved",ZUnknown,1,2157,1.5,175.48,175.48,34.5,23.25,10.78,0.71,3.43,15.18309859,
Tb927.7.4700,"hypothetical protein, conserved",ZUnknown,1,2097,2.6,314.31,314.31,61.8,23.66,11.28,0.74,3.5,15.24324324,
Tb927.10.8850,"hypothetical protein, conserved",ZUnknown,1,1758,0.9,76.58,76.58,15.06,16.14,9.18,0.6,3.2,15.3,
Tb927.10.12030,"hypothetical protein, conserved",ZUnknown,1,753,3.2,150.26,150.26,29.54,9.28,12.32,0.8,3.62,15.4,
Tb927.4.4180,"hypothetical protein, conserved",ZUnknown,2,2499,0.9,52.08,104.16,20.48,22.98,9.19,0.595,3.2,15.44537815,
Tb927.7.6560,"hypothetical protein, conserved",ZUnknown,1,684,0.7,11.66,11.66,2.29,3.28,4.79,0.31,2.26,15.4516129,
Tb927.11.5310,"hypothetical protein, conserved",ZUnknown,2,1971,0.8,43.11,86.22,16.95,20.56,10.43,0.675,3.38,15.45185185,
Tb927.8.1570,"hypothetical protein, conserved",ZUnknown,1,819,2.6,140.44,140.44,27.61,10.5,12.82,0.825,3.68,15.53939394,
Tb927.1.3260,"hypothetical protein, conserved",ZUnknown,1,5661,0.8,293.48,293.48,57.7,70.66,12.48,0.8,3.64,15.6,
Tb927.10.4320,"hypothetical protein, conserved",ZUnknown,2,1992,1.1,51.39,102.78,20.21,17.86,8.97,0.575,3.17,15.6,
Tb927.10.7290,"hypothetical protein, conserved",ZUnknown,1,3468,1.7,345.83,345.83,67.99,39.86,11.49,0.735,3.52,15.63265306,
Tb927.11.15730,"hypothetical protein, conserved",ZUnknown,1,2118,1.3,147.72,147.72,29.04,23.13,10.92,0.695,3.45,15.71223022,
Tb927.10.5550,"hypothetical protein, conserved",ZUnknown,1,420,4.1,98.16,98.16,19.3,4.73,11.25,0.715,3.49,15.73426573,
Tb927.2.1850,"hypothetical protein, conserved",ZUnknown,1,1413,0.9,64.29,64.29,12.64,13.79,9.76,0.615,3.29,15.8699187,
Tb927.9.7520,"hypothetical protein, conserved",ZUnknown,1,1041,2.4,166.49,166.49,32.73,13.81,13.26,0.835,3.73,15.88023952,
Tb927.11.13980,"hypothetical protein, conserved",ZUnknown,2,1323,1.7,53.61,107.22,21.08,12.5,9.45,0.595,3.24,15.88235294,
Tb927.11.7600,"hypothetical protein, conserved",ZUnknown,1,786,11.2,620.94,620.94,122.08,10.89,13.85,0.87,3.79,15.91954023,
Tb927.10.1970,"hypothetical protein, conserved",ZUnknown,1,4218,1.2,301.98,301.98,59.37,51.03,12.1,0.76,3.6,15.92105263,
Tb927.10.4200,"hypothetical protein, conserved",ZUnknown,1,2595,1.0,120.48,120.48,23.69,23.16,8.92,0.56,3.16,15.92857143,
Tb927.9.1770,"hypothetical protein, conserved",ZUnknown,1,8934,0.8,522.69,522.69,102.77,124.58,13.95,0.875,3.8,15.94285714,
Tb927.1.1710,"hypothetical protein, conserved",ZUnknown,1,5361,0.9,293.83,293.83,57.77,66.28,12.36,0.77,3.63,16.05194805,
Tb927.11.11000,"hypothetical protein, conserved",ZUnknown,1,1482,1.2,109.79,109.79,21.59,17.85,12.05,0.75,3.59,16.06666667,
Tb927.7.3970,"hypothetical protein, conserved",ZUnknown,1,963,1.6,102.82,102.82,20.22,12.39,12.87,0.795,3.69,16.18867925,
Tb927.8.830,"hypothetical protein, conserved",ZUnknown,1,4560,0.2,57.28,57.28,11.26,49.23,10.8,0.665,3.43,16.2406015,
Tb927.7.4460,"hypothetical protein, conserved",ZUnknown,1,2529,1.7,252.34,252.34,49.61,29.05,11.49,0.705,3.52,16.29787234,
Tb927.10.14330,"hypothetical protein, conserved",ZUnknown,1,3123,1.6,288.24,288.24,56.67,34.4,11.01,0.675,3.46,16.31111111,
Tb927.7.1310,"hypothetical protein, conserved",ZUnknown,1,4044,1.0,232.03,232.03,45.62,47.86,11.84,0.725,3.57,16.33103448,
Tb927.9.15290,"hypothetical protein, conserved",ZUnknown,1,4137,3.7,1064.59,1064.59,209.31,56.76,13.72,0.84,3.78,16.33333333,
Tb927.1.4410,"hypothetical protein, conserved",ZUnknown,1,2337,0.5,61.09,61.09,12.01,25.78,11.03,0.675,3.46,16.34074074,
Tb927.4.1740,"hypothetical protein, conserved",ZUnknown,2,1269,2.5,91.67,183.34,36.05,14.41,11.36,0.695,3.51,16.34532374,
Tb927.9.2030,"hypothetical protein, conserved",ZUnknown,1,1809,0.6,57.72,57.72,11.35,18.34,10.14,0.615,3.34,16.48780488,
Tb927.9.12090,"hypothetical protein, conserved",ZUnknown,1,6261,0.6,246.12,246.12,48.39,81.29,12.98,0.785,3.7,16.53503185,
Tb927.3.760,"hypothetical protein, conserved",ZUnknown,1,1653,0.6,43.30,43.3,8.51,13.57,8.21,0.495,3.04,16.58585859,
Tb927.8.4230,"hypothetical protein, conserved",ZUnknown,1,3249,0.8,125.63,125.63,24.7,30.5,9.39,0.565,3.23,16.61946903,
Tb927.9.2730,"hypothetical protein, conserved",ZUnknown,1,4137,0.5,124.40,124.4,24.46,54.04,13.06,0.785,3.71,16.63694268,
Tb927.6.1430,"hypothetical protein, conserved",ZUnknown,1,2310,2.0,260.90,260.9,51.3,25.95,11.23,0.675,3.49,16.63703704,
Tb927.10.5430,"hypothetical protein, conserved",ZUnknown,1,846,1.3,57.81,57.81,11.37,8.67,10.25,0.615,3.36,16.66666667,
Tb927.7.3040,"hypothetical protein, conserved",ZUnknown,1,1908,2.4,329.02,329.02,64.69,26.73,14.01,0.84,3.81,16.67857143,
Tb927.7.3170,"hypothetical protein, conserved",ZUnknown,2,1176,2.1,58.17,116.34,22.87,11.03,9.38,0.56,3.23,16.75,
Tb927.11.5100,"hypothetical protein, conserved",ZUnknown,1,2694,0.3,43.84,43.84,8.62,24.66,9.15,0.545,3.19,16.78899083,
Tb927.11.16240,"hypothetical protein, conserved",ZUnknown,1,3336,0.3,60.07,60.07,11.81,35.43,10.62,0.625,3.41,16.992,
Tb927.11.6610,"hypothetical protein, conserved",ZUnknown,1,1095,1.1,62.37,62.37,12.26,10.9,9.96,0.585,3.32,17.02564103,
Tb927.10.12060,"hypothetical protein, conserved",ZUnknown,1,4482,0.7,212.03,212.03,41.69,61.26,13.67,0.8,3.77,17.0875,
Tb927.5.2500,"hypothetical protein, conserved",ZUnknown,1,2088,0.5,57.30,57.3,11.27,23.48,11.25,0.655,3.49,17.17557252,
Tb927.5.1260,"hypothetical protein, conserved",ZUnknown,1,1722,0.6,68.12,68.12,13.39,20.86,12.11,0.705,3.6,17.17730496,
Tb927.4.2200,"hypothetical protein, conserved",ZUnknown,1,5016,0.4,117.79,117.79,23.16,59.88,11.94,0.695,3.58,17.17985612,
Tb927.6.3200,"hypothetical protein, conserved",ZUnknown,1,336,2.3,34.31,34.31,6.75,2.91,8.65,0.5,3.11,17.3,
Tb927.7.4810,"hypothetical protein, conserved",ZUnknown,2,1377,1.2,24.66,49.32,9.7,7.76,5.64,0.325,2.5,17.35384615,
Tb927.5.2550,"hypothetical protein, conserved",ZUnknown,1,969,2.7,157.47,157.47,30.96,11.26,11.62,0.665,3.54,17.47368421,
Tb927.7.3130,"hypothetical protein, conserved",ZUnknown,1,2871,0.4,55.58,55.58,10.93,30.99,10.79,0.615,3.43,17.54471545,
Tb927.1.1470,"hypothetical protein, conserved",ZUnknown,1,1758,1.3,156.71,156.71,30.81,24.12,13.72,0.78,3.78,17.58974359,
Tb927.10.2480,"hypothetical protein, conserved",ZUnknown,1,2859,0.4,65.20,65.2,12.82,29.44,10.3,0.585,3.36,17.60683761,
Tb927.9.7480,"hypothetical protein, conserved",ZUnknown,1,1515,0.6,56.30,56.3,11.07,17.5,11.55,0.65,3.53,17.76923077,
Tb927.9.12830,"hypothetical protein, conserved",ZUnknown,1,1761,0.8,79.79,79.79,15.69,19.09,10.84,0.61,3.44,17.7704918,
Tb927.10.930,"hypothetical protein, conserved",ZUnknown,1,1938,1.0,139.11,139.11,27.35,26.21,13.53,0.76,3.76,17.80263158,
Tb927.7.4870,"hypothetical protein, conserved",ZUnknown,1,813,1.4,67.65,67.65,13.3,9.31,11.46,0.64,3.52,17.90625,
Tb927.5.4360,"hypothetical protein, conserved",ZUnknown,2,969,1.7,39.04,78.08,15.35,9.1,9.39,0.52,3.23,18.05769231,
Tb927.9.6110,"hypothetical protein, conserved",ZUnknown,1,2955,0.7,109.01,109.01,21.43,31.27,10.58,0.585,3.4,18.08547009,
Tb927.4.4930,"hypothetical protein, conserved",ZUnknown,2,4338,0.8,113.82,227.64,44.76,56.3,12.98,0.705,3.7,18.41134752,
Tb927.10.13170,"hypothetical protein, conserved",ZUnknown,1,1032,0.3,13.26,13.26,2.61,8.94,8.66,0.47,3.11,18.42553191,
Tb927.7.5050,"hypothetical protein, conserved",ZUnknown,1,2922,1.2,243.09,243.09,47.79,40.21,13.76,0.745,3.78,18.46979866,
Tb927.11.4510,"hypothetical protein, conserved",ZUnknown,1,5370,0.4,138.36,138.36,27.2,71.98,13.4,0.725,3.74,18.48275862,
Tb927.3.3300,"hypothetical protein, conserved",ZUnknown,1,2445,1.9,364.25,364.25,71.61,37.58,15.37,0.83,3.94,18.51807229,
Tb927.9.14290,"hypothetical protein, conserved",ZUnknown,1,1407,3.0,254.78,254.78,50.09,16.61,11.8,0.635,3.56,18.58267717,
Tb927.5.2530,"hypothetical protein, conserved",ZUnknown,1,3120,1.8,395.17,395.17,77.69,43.9,14.07,0.75,3.81,18.76,
Tb927.9.2760,"hypothetical protein, conserved",ZUnknown,1,1611,2.4,286.37,286.37,56.3,23.94,14.86,0.79,3.89,18.81012658,
Tb927.5.3900,"hypothetical protein, conserved",ZUnknown,1,2235,1.3,222.55,222.55,43.76,32.54,14.56,0.77,3.86,18.90909091,
Tb927.6.5090,"hypothetical protein, conserved",ZUnknown,1,2460,2.3,353.96,353.96,69.59,30.02,12.2,0.64,3.61,19.0625,
Tb927.10.1820,"hypothetical protein, conserved",ZUnknown,1,795,0.6,23.91,23.91,4.7,8.5,10.69,0.56,3.42,19.08928571,
Tb927.1.3560,"hypothetical protein, conserved",ZUnknown,2,2598,1.3,98.97,197.94,38.92,30.04,11.56,0.605,3.53,19.10743802,
Tb927.8.1790,"hypothetical protein, conserved",ZUnknown,1,471,10.9,452.95,452.95,89.05,8.18,17.36,0.9,4.12,19.28888889,
Tb927.4.4550,"hypothetical protein, conserved",ZUnknown,2,2472,2.7,285.68,571.36,112.33,41.24,16.68,0.86,4.06,19.39534884,
Tb927.10.7580,"hypothetical protein, conserved",ZUnknown,1,3033,0.7,140.98,140.98,27.72,39.58,13.05,0.67,3.71,19.47761194,
Tb927.3.980,"hypothetical protein, conserved",ZUnknown,1,2103,0.6,82.54,82.54,16.23,25.64,12.19,0.625,3.61,19.504,
Tb927.7.4330,"hypothetical protein, conserved",ZUnknown,1,2805,0.5,86.99,86.99,17.1,34.96,12.46,0.635,3.64,19.62204724,
Tb927.11.14210,"hypothetical protein, conserved",ZUnknown,1,4371,0.6,195.91,195.91,38.52,64,14.64,0.745,3.87,19.65100671,
Tb927.4.4190,"hypothetical protein, conserved",ZUnknown,1,474,0.8,17.72,17.72,3.48,4.49,9.48,0.48,3.24,19.75,
Tb927.11.780,"hypothetical protein, conserved",ZUnknown,1,1845,2.7,396.42,396.42,77.94,28.99,15.71,0.795,3.97,19.76100629,
Tb927.8.4850,"hypothetical protein, conserved",ZUnknown,1,903,0.7,29.99,29.99,5.9,8.99,9.96,0.5,3.32,19.92,
Tb927.7.6910,"hypothetical protein, conserved",ZUnknown,1,2472,2.8,573.43,573.43,112.74,40.94,16.56,0.83,4.05,19.95180723,
Tb927.6.4610,"hypothetical protein, conserved",ZUnknown,4,1242,3.5,60.84,243.36,47.85,13.78,11.1,0.555,3.47,20,
Tb927.7.6670,"hypothetical protein, conserved",ZUnknown,1,9093,0.4,330.21,330.21,64.92,155.76,17.13,0.855,4.1,20.03508772,
Tb927.11.8450,"hypothetical protein, conserved",ZUnknown,1,900,0.8,46.89,46.89,9.22,11.2,12.45,0.62,3.64,20.08064516,
Tb927.7.2980,"hypothetical protein, conserved",ZUnknown,2,573,29.3,751.47,1502.94,295.49,10.07,17.58,0.875,4.14,20.09142857,
Tb927.11.2540,"hypothetical protein, conserved",ZUnknown,2,894,4.0,132.17,264.34,51.97,13.12,14.67,0.725,3.87,20.23448276,
Tb927.10.1150,"hypothetical protein, conserved",ZUnknown,2,3003,0.6,54.88,109.76,21.58,36.91,12.29,0.605,3.62,20.31404959,
Tb927.11.16660,"hypothetical protein, conserved",ZUnknown,1,6408,0.4,205.98,205.98,40.5,98.83,15.42,0.755,3.95,20.42384106,
Tb927.10.13180,"hypothetical protein, conserved",ZUnknown,1,3711,1.3,387.87,387.87,76.26,56.52,15.23,0.745,3.93,20.44295302,
Tb927.10.10020,"hypothetical protein, conserved",ZUnknown,1,1806,0.2,30.03,30.03,5.9,24.24,13.42,0.645,3.75,20.80620155,
Tb927.11.4210,"hypothetical protein, conserved",ZUnknown,1,1893,1.9,298.60,298.6,58.71,30.99,16.37,0.78,4.03,20.98717949,
Tb927.6.4760,"hypothetical protein, conserved",ZUnknown,1,2385,0.9,146.99,146.99,28.9,33.11,13.88,0.655,3.79,21.19083969,
Tb927.3.1600,"hypothetical protein, conserved",ZUnknown,1,309,3.1,73.55,73.55,14.46,4.74,15.33,0.72,3.94,21.29166667,
Tb927.5.3450,"hypothetical protein, conserved",ZUnknown,1,1584,2.1,240.15,240.15,47.22,23.01,14.53,0.68,3.86,21.36764706,
Tb927.7.4500,"hypothetical protein, conserved",ZUnknown,1,1587,2.3,298.56,298.56,58.7,25.82,16.27,0.75,4.02,21.69333333,
Tb927.11.6420,"hypothetical protein, conserved",ZUnknown,1,3960,1.3,427.80,427.8,84.11,62.94,15.89,0.73,3.99,21.76712329,
Tb927.11.10410,"hypothetical protein, conserved",ZUnknown,1,570,0.5,11.70,11.7,2.3,5.04,8.84,0.405,3.14,21.82716049,
Tb927.11.5250,"hypothetical protein, conserved",ZUnknown,1,4755,0.8,334.57,334.57,65.78,79.7,16.76,0.765,4.07,21.90849673,
Tb927.11.1840,"hypothetical protein, conserved",ZUnknown,2,1200,8.9,447.43,894.86,175.94,19.81,16.51,0.75,4.05,22.01333333,
Tb927.10.7890,"hypothetical protein, conserved",ZUnknown,1,2190,0.7,131.32,131.32,25.82,34.73,15.86,0.72,3.99,22.02777778,
Tb927.10.14130,"hypothetical protein, conserved",ZUnknown,1,459,1.3,40.55,40.55,7.97,6.16,13.42,0.605,3.75,22.18181818,
Tb927.6.890,"hypothetical protein, conserved",ZUnknown,1,4695,0.6,242.32,242.32,47.64,84.59,18.02,0.81,4.17,22.24691358,
Tb927.8.1840,"hypothetical protein, conserved",ZUnknown,1,6192,0.8,458.83,458.83,90.21,112.24,18.13,0.81,4.18,22.38271605,
Tb927.11.16010,"hypothetical protein, conserved",ZUnknown,1,3642,0.6,175.11,175.11,34.43,53.95,14.81,0.66,3.89,22.43939394,
Tb927.7.4230,"hypothetical protein, conserved",ZUnknown,3,696,2.3,19.93,59.79,11.76,5.18,7.45,0.33,2.9,22.57575758,
Tb927.9.10530,"hypothetical protein, conserved",ZUnknown,1,3132,0.6,169.05,169.05,33.24,52.46,16.75,0.735,4.07,22.78911565,
Tb927.4.2530,"hypothetical protein, conserved",ZUnknown,1,477,17.1,848.35,848.35,166.79,9.73,20.41,0.895,4.35,22.80446927,
Tb927.5.1680,"hypothetical protein, conserved",ZUnknown,1,5256,0.6,262.98,262.98,51.7,93.19,17.73,0.77,4.15,23.02597403,
Tb927.7.5730,"hypothetical protein, conserved",ZUnknown,1,2208,0.4,55.78,55.78,10.97,29.19,13.22,0.57,3.72,23.19298246,
Tb927.9.12780,"hypothetical protein, conserved",ZUnknown,3,3300,1.1,91.27,273.81,53.83,50.55,15.32,0.66,3.94,23.21212121,
Tb927.11.720,"hypothetical protein, conserved",ZUnknown,2,795,11.8,429.53,859.06,168.9,14.36,18.06,0.765,4.17,23.60784314,
Tb927.10.4860,"hypothetical protein, conserved",ZUnknown,1,1179,0.5,27.74,27.74,5.45,11.88,10.08,0.425,3.33,23.71764706,
Tb927.6.2930,"hypothetical protein, conserved",ZUnknown,2,1590,1.3,68.72,137.44,27.02,21.4,13.46,0.56,3.75,24.03571429,
Tb927.8.4210,"hypothetical protein, conserved",ZUnknown,1,1260,2.1,251.73,251.73,49.49,24,19.05,0.79,4.25,24.11392405,
Tb927.10.1120,"hypothetical protein, conserved",ZUnknown,1,1842,0.6,93.25,93.25,18.33,31.82,17.27,0.71,4.11,24.32394366,
Tb927.4.4880,"hypothetical protein, conserved",ZUnknown,2,2583,2.9,334.85,669.7,131.67,46.02,17.81,0.73,4.15,24.39726027,
Tb927.10.5170,"hypothetical protein, conserved",ZUnknown,1,3282,0.6,201.25,201.25,39.57,62.15,18.94,0.77,4.24,24.5974026,
Tb927.11.6600,"hypothetical protein, conserved",ZUnknown,1,1593,1.3,225.93,225.93,44.42,33.67,21.13,0.85,4.4,24.85882353,
Tb927.10.2950,"hypothetical protein, conserved",ZUnknown,1,5364,0.5,285.42,285.42,56.12,106.21,19.8,0.795,4.31,24.90566038,
Tb927.11.15140,"hypothetical protein, conserved",ZUnknown,1,1707,0.7,109.94,109.94,21.62,29.61,17.35,0.68,4.12,25.51470588,
