Gene ID	Genomic Location (Gene)	Product Description	Gene Type	Input ID	
Tb927.8.3000	Tb927_08_v5.1:900,877..903,219(+)	hypothetical protein, conserved	protein coding	Tb927.8.3000	
Tb927.8.3010	Tb927_08_v5.1:903,367..905,676(+)	hook complex protein, conserved	protein coding	Tb927.8.3010	
Tb927.8.3020	Tb927_08_v5.1:907,271..914,486(+)	hypothetical protein, conserved	protein coding	Tb927.8.3020	
Tb927.8.3040	Tb927_08_v5.1:915,592..916,338(+)	hypothetical protein, conserved	protein coding	Tb927.8.3040	
Tb927.8.3050	Tb927_08_v5.1:917,060..918,842(+)	Chitobiase/beta-hexosaminidase C-terminal domain containing protein, putative	protein coding	Tb927.8.3050	
Tb927.8.3060	Tb927_08_v5.1:919,791..921,969(+)	metallo-peptidase, Clan MF, Family M17	protein coding	Tb927.8.3060	
Tb927.8.3070	Tb927_08_v5.1:923,165..923,784(+)	hypothetical protein, conserved	protein coding	Tb927.8.3070	
Tb927.8.3080	Tb927_08_v5.1:923,893..928,177(+)	hypothetical protein, conserved	protein coding	Tb927.8.3080	
Tb927.8.3090	Tb927_08_v5.1:928,316..928,903(+)	hypothetical protein, conserved	protein coding	Tb927.8.3090	
Tb927.8.3100	Tb927_08_v5.1:929,023..931,414(+)	coronin, putative	protein coding	Tb927.8.3100	
Tb927.8.3110	Tb927_08_v5.1:932,081..933,421(+)	Mitochondrial ribosomal protein S9	protein coding	Tb927.8.3110	
Tb927.8.3120	Tb927_08_v5.1:933,670..934,249(+)	Uncharacterised protein family UPF0546, putative	protein coding	Tb927.8.3120	
Tb927.8.3130	Tb927_08_v5.1:934,396..935,861(+)	S-adenosyl-methyltransferase mraW-like protein, putative	protein coding	Tb927.8.3130	
Tb927.8.3140	Tb927_08_v5.1:936,145..937,388(+)	SIR2-like protein 4, putative	protein coding	Tb927.8.3140	
Tb927.8.3150	Tb927_08_v5.1:937,529..939,999(+)	T-complex protein 1, gamma subunit, putative	protein coding	Tb927.8.3150	
Tb927.8.3160	Tb927_08_v5.1:940,827..942,770(+)	hypothetical protein, conserved	protein coding	Tb927.8.3160	
Tb927.8.3170	Tb927_08_v5.1:942,887..945,326(+)	kinetoplast ribosomal PPR-repeat containing protein 9	protein coding	Tb927.8.3170	
Tb927.8.3180	Tb927_08_v5.1:946,020..950,296(+)	Protein of unknown function (DUF3250), putative	protein coding	Tb927.8.3180	
Tb927.8.3190	Tb927_08_v5.1:950,123..951,294(+)	hypothetical protein, conserved	protein coding	Tb927.8.3190	
Tb927.8.3200	Tb927_08_v5.1:952,046..956,786(+)	Rapamycin-insensitive companion of TOR2	protein coding	Tb927.8.3200	
Tb927.8.3210	Tb927_08_v5.1:957,648..958,463(+)	hypothetical protein, conserved	protein coding	Tb927.8.3210	
Tb927.8.3220	Tb927_08_v5.1:958,592..961,483(+)	Exodeoxyribonuclease 1	protein coding	Tb927.8.3220	
Tb927.8.3230	Tb927_08_v5.1:962,801..964,670(+)	hypothetical protein, conserved	protein coding	Tb927.8.3230	
Tb927.8.3240	Tb927_08_v5.1:965,524..966,752(+)	lathosterol oxidase, putative	protein coding	Tb927.8.3240	
Tb927.8.3250	Tb927_08_v5.1:966,984..981,752(+)	dynein heavy chain, putative	protein coding	Tb927.8.3250	
Tb927.8.3260	Tb927_08_v5.1:982,183..983,490(+)	YceI-like domain containing protein, putative	protein coding	Tb927.8.3260	
Tb927.8.3270	Tb927_08_v5.1:983,405..984,190(+)	hypothetical protein	protein coding	Tb927.8.3270	
Tb927.8.3280	Tb927_08_v5.1:984,411..985,998(+)	Beta-lactamase superfamily domain containing protein, putative	protein coding	Tb927.8.3280	
Tb927.8.3290	Tb927_08_v5.1:986,144..992,324(+)	DNA polymerase zeta catalytic subunit, putative	protein coding	Tb927.8.3290	
Tb927.8.3300	Tb927_08_v5.1:992,460..994,554(+)	LSU ribosomal protein, mitochondrial, putative	protein coding	Tb927.8.3300	
Tb927.8.3310	Tb927_08_v5.1:994,927..996,965(+)	Elongator-like Protein 3b	protein coding	Tb927.8.3310	
Tb927.8.3320	Tb927_08_v5.1:997,379..998,882(+)	Mitochondrial ATP synthase subunit, putative	protein coding	Tb927.8.3320	
Tb927.8.3330	Tb927_08_v5.1:999,017..1,000,719(+)	mitochondrial carrier protein	protein coding	Tb927.8.3330	
Tb927.8.3340	Tb927_08_v5.1:1,000,877..1,002,162(+)	hypothetical protein, conserved	protein coding	Tb927.8.3340	
Tb927.8.3350	Tb927_08_v5.1:1,003,807..1,007,745(+)	DNA polymerase theta (helicase domain only), putative	protein coding	Tb927.8.3350	
Tb927.8.3360	Tb927_08_v5.1:1,007,867..1,008,586(+)	hypothetical protein, conserved	protein coding	Tb927.8.3360	
Tb927.8.3370	Tb927_08_v5.1:1,008,745..1,009,828(+)	Ran-binding protein, putative	protein coding	Tb927.8.3370	
Tb927.8.3380	Tb927_08_v5.1:1,010,068..1,012,000(+)	succinate dehydrogenase iron-sulfur subunit	protein coding	Tb927.8.3380	
Tb927.8.3390	Tb927_08_v5.1:1,012,116..1,012,992(+)	hypothetical protein, conserved	protein coding	Tb927.8.3390	
Tb927.8.3400	Tb927_08_v5.1:1,013,755..1,015,700(+)	palmitoyl acyltransferase 12, putative	protein coding	Tb927.8.3400	
Tb927.8.3410	Tb927_08_v5.1:1,016,136..1,020,924(+)	Inositol hexakisphosphate, putative	protein coding	Tb927.8.3410	
Tb927.8.3420	Tb927_08_v5.1:1,023,591..1,024,401(+)	hypothetical protein, conserved	protein coding	Tb927.8.3420	
Tb927.8.3430	Tb927_08_v5.1:1,024,623..1,026,506(+)	Meckel syndrome type 1 protein, putative	protein coding	Tb927.8.3430	
Tb927.8.3440	Tb927_08_v5.1:1,026,699..1,027,402(+)	hypothetical protein, conserved	protein coding	Tb927.8.3440	
Tb927.8.3450	Tb927_08_v5.1:1,027,645..1,028,213(+)	hypothetical protein, conserved	protein coding	Tb927.8.3450	
Tb927.8.3460	Tb927_08_v5.1:1,028,680..1,032,263(+)	Ring finger domain containing protein, putative	protein coding	Tb927.8.3460	
Tb927.8.3470	Tb927_08_v5.1:1,032,399..1,033,518(+)	Vesicle transport v-SNARE protein N-terminus, putative	protein coding	Tb927.8.3470	
Tb927.8.3480	Tb927_08_v5.1:1,033,628..1,035,616(+)	hypothetical protein, conserved	protein coding	Tb927.8.3480	
Tb927.8.3490	Tb927_08_v5.1:1,036,853..1,040,120(+)	Gryzun, putative trafficking through Golgi, putative	protein coding	Tb927.8.3490	
Tb927.8.3500	Tb927_08_v5.1:1,040,310..1,043,317(+)	mms19 nucleotide excision repair protein homolog	protein coding	Tb927.8.3500	
Tb927.8.3510	Tb927_08_v5.1:1,043,446..1,044,492(+)	thymidylate kinase, putative	protein coding	Tb927.8.3510	
Tb927.8.3520	Tb927_08_v5.1:1,046,889..1,048,728(+)	hypothetical protein, conserved	protein coding	Tb927.8.3520	
Tb927.8.3530	Tb927_08_v5.1:1,057,219..1,058,646(-)	glycerol-3-phosphate dehydrogenase [NAD+], glycosomal	protein coding	Tb927.8.3530	
Tb927.8.3540	Tb927_08_v5.1:1,058,779..1,062,883(-)	hypothetical protein, conserved	protein coding	Tb927.8.3540	
Tb927.8.3550	Tb927_08_v5.1:1,063,078..1,067,745(-)	mitogen-activated protein kinase 3, putative	protein coding	Tb927.8.3550	
Tb927.8.3560	Tb927_08_v5.1:1,068,708..1,071,969(-)	DNA repair and recombination helicase protein PIF5	protein coding	Tb927.8.3560	
Tb927.8.3570	Tb927_08_v5.1:1,073,820..1,075,990(-)	Zinc finger, C3HC4 type (RING finger), putative	protein coding	Tb927.8.3570	
Tb927.8.3580	Tb927_08_v5.1:1,076,641..1,078,261(-)	mitochondrial chaperone BCS1, putative	protein coding	Tb927.8.3580	
Tb927.8.3590	Tb927_08_v5.1:1,078,979..1,081,204(-)	hypothetical protein, conserved	protein coding	Tb927.8.3590	
Tb927.8.3600	Tb927_08_v5.1:1,081,372..1,081,911(-)	hypothetical protein, conserved	protein coding	Tb927.8.3600	
Tb927.8.3610	Tb927_08_v5.1:1,082,670..1,084,035(-)	AKAP7 2'5' RNA ligase-like domain containing protein, putative	protein coding	Tb927.8.3610	
Tb927.8.3620	Tb927_08_v5.1:1,084,687..1,087,444(-)	folate transporter, putative	protein coding	Tb927.8.3620	
Tb927.8.3640	Tb927_08_v5.1:1,090,900..1,092,384(-)	JAB1/Mov34/MPN/PAD-1 ubiquitin protease, putative	protein coding	Tb927.8.3640	
Tb927.8.3660	Tb927_08_v5.1:1,095,758..1,099,007(-)	protein transport protein SEC23	protein coding	Tb927.8.3660	
Tb927.8.3680	Tb927_08_v5.1:1,099,237..1,102,869(-)	kinetoplastid kinetochore protein 4	protein coding	Tb927.8.3680	
Tb927.8.3690	Tb927_08_v5.1:1,104,950..1,106,521(-)	isocitrate dehydrogenase [NADP], mitochondrial precursor, putative	protein coding	Tb927.8.3690	
Tb927.8.3700	Tb927_08_v5.1:1,106,333..1,112,017(-)	hypothetical protein, conserved	protein coding	Tb927.8.3700	
Tb927.8.3710	Tb927_08_v5.1:1,112,178..1,115,015(-)	3'-5' exonuclease	protein coding	Tb927.8.3710	
Tb927.8.3720	Tb927_08_v5.1:1,114,848..1,116,794(-)	SUMO-interacting motif-containing protein	protein coding	Tb927.8.3720	
Tb927.8.3730	Tb927_08_v5.1:1,117,169..1,118,665(-)	COPI associated protein, putative	protein coding	Tb927.8.3730	
Tb927.8.3740	Tb927_08_v5.1:1,118,415..1,119,755(-)	pterin 4 alpha carbinolamine dehydratase, putative	protein coding	Tb927.8.3740	
Tb927.8.3750	Tb927_08_v5.1:1,120,048..1,122,401(-)	nucleolar protein 56	protein coding	Tb927.8.3750	
Tb927.8.3770	Tb927_08_v5.1:1,122,334..1,125,656(-)	Mitogen-activated protein kinase 10, putative	protein coding	Tb927.8.3770	
Tb927.8.3780	Tb927_08_v5.1:1,126,319..1,127,296(-)	MORN repeat, putative	protein coding	Tb927.8.3780	
Tb927.8.3790	Tb927_08_v5.1:1,127,411..1,128,678(-)	paraflagellar rod component, putative	protein coding	Tb927.8.3790	
Tb927.8.3800	Tb927_08_v5.1:1,128,820..1,131,277(-)	guanosine diphosphatase, putative	protein coding	Tb927.8.3800	
Tb927.8.3810	Tb927_08_v5.1:1,131,445..1,134,388(-)	hypothetical protein, conserved	protein coding	Tb927.8.3810	
Tb927.8.3820	Tb927_08_v5.1:1,134,779..1,139,104(-)	Stress granule protein	protein coding	Tb927.8.3820	
Tb927.8.3830	Tb927_08_v5.1:1,139,273..1,142,237(-)	mitochondrial	protein coding	Tb927.8.3830	
Tb927.8.3840	Tb927_08_v5.1:1,142,361..1,145,732(-)	hypothetical protein, conserved	protein coding	Tb927.8.3840	
Tb927.8.3850	Tb927_08_v5.1:1,147,084..1,150,324(-)	PSP1 C-terminal conserved region, putative	protein coding	Tb927.8.3850	
Tb927.8.3860	Tb927_08_v5.1:1,150,423..1,151,824(-)	cytosolic iron-sulfur protein assembly 1	protein coding	Tb927.8.3860	
Tb927.8.3940	Tb927_08_v5.1:1,176,781..1,180,114(-)	hypothetical protein, conserved	protein coding	Tb927.8.3940	
Tb927.8.3950	Tb927_08_v5.1:1,180,246..1,183,025(-)	hypothetical protein, conserved	protein coding	Tb927.8.3950	
Tb927.8.3960	Tb927_08_v5.1:1,183,149..1,185,347(-)	hypothetical protein, conserved	protein coding	Tb927.8.3960	
Tb927.8.3970	Tb927_08_v5.1:1,185,389..1,187,153(-)	oxidoreductase, putative	protein coding	Tb927.8.3970	
Tb927.8.3980	Tb927_08_v5.1:1,187,352..1,190,098(-)	hypothetical protein, conserved	protein coding	Tb927.8.3980	
Tb927.8.3990	Tb927_08_v5.1:1,190,781..1,191,683(-)	hypothetical protein, conserved	protein coding	Tb927.8.3990	
Tb927.8.4000	Tb927_08_v5.1:1,191,784..1,196,281(-)	ABC1 family, putative	protein coding	Tb927.8.4000	
Tb927.8.4020	Tb927_08_v5.1:1,198,726..1,199,587(-)	Zinc finger CCCH domain-containing protein 24	protein coding	Tb927.8.4020	
Tb927.8.4050	Tb927_08_v5.1:1,202,658..1,205,703(-)	FLA1-binding protein	protein coding	Tb927.8.4050	
Tb927.8.4140	Tb927_08_v5.1:1,219,773..1,221,084(-)	Anaphase-promoting complex-associated protein AP3	protein coding	Tb927.8.4140	
Tb927.8.4150	Tb927_08_v5.1:1,221,538..1,222,900(-)	rhomboid-like protein	protein coding	Tb927.8.4150	
Tb927.8.4160	Tb927_08_v5.1:1,223,054..1,227,104(-)	hypothetical protein, conserved	protein coding	Tb927.8.4160	
Tb927.8.4170	Tb927_08_v5.1:1,227,252..1,230,271(-)	RNA-binding protein, putative	protein coding	Tb927.8.4170	
Tb927.8.4180	Tb927_08_v5.1:1,231,300..1,232,063(-)	tRNA-specific adenosine deaminase	protein coding	Tb927.8.4180	
Tb927.8.4190	Tb927_08_v5.1:1,232,612..1,236,099(-)	hypothetical protein, conserved	protein coding	Tb927.8.4190	
Tb927.8.4200	Tb927_08_v5.1:1,238,448..1,245,924(-)	hypothetical protein, conserved	protein coding	Tb927.8.4200	
Tb927.8.4210	Tb927_08_v5.1:1,248,877..1,250,284(-)	basal body component, putative	protein coding	Tb927.8.4210	
Tb927.8.4220	Tb927_08_v5.1:1,250,473..1,251,983(-)	hypothetical protein, conserved	protein coding	Tb927.8.4220	
Tb927.8.4230	Tb927_08_v5.1:1,252,160..1,256,357(-)	hypothetical protein, conserved	protein coding	Tb927.8.4230	
Tb927.8.4240	Tb927_08_v5.1:1,257,778..1,262,923(-)	hypothetical protein, conserved	protein coding	Tb927.8.4240	
Tb927.8.4250	Tb927_08_v5.1:1,263,258..1,264,876(-)	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	protein coding	Tb927.8.4250	
Tb927.8.4260	Tb927_08_v5.1:1,266,035..1,268,949(-)	serine/threonine-protein kinase, putative	protein coding	Tb927.8.4260	
Tb927.8.4270	Tb927_08_v5.1:1,269,407..1,271,602(-)	hypothetical protein, conserved	protein coding	Tb927.8.4270	
Tb927.8.4280	Tb927_08_v5.1:1,271,779..1,272,890(-)	nuclear transport factor 2, putative	protein coding	Tb927.8.4280	
Tb927.8.4290	Tb927_08_v5.1:1,272,830..1,274,243(-)	Ribosome biogenesis protein Nop16, putative	protein coding	Tb927.8.4290	
Tb927.8.4300	Tb927_08_v5.1:1,274,460..1,276,319(-)	hypothetical protein	protein coding	Tb927.8.4300	
Tb927.8.4310	Tb927_08_v5.1:1,276,524..1,279,028(-)	hypothetical protein, conserved	protein coding	Tb927.8.4310	
Tb927.8.4320	Tb927_08_v5.1:1,279,760..1,284,377(-)	hypothetical protein, conserved	protein coding	Tb927.8.4320	
Tb927.8.4330	Tb927_08_v5.1:1,285,612..1,287,577(-)	small GTP-binding protein Rab11	protein coding	Tb927.8.4330	
Tb927.8.4340	Tb927_08_v5.1:1,287,470..1,290,048(-)	hypothetical protein, conserved	protein coding	Tb927.8.4340	
Tb927.8.4350	Tb927_08_v5.1:1,291,050..1,294,230(-)	hypothetical protein, conserved	protein coding	Tb927.8.4350	
Tb927.8.4360	Tb927_08_v5.1:1,296,185..1,300,670(-)	hypothetical protein, conserved	protein coding	Tb927.8.4360	
Tb927.8.4370	Tb927_08_v5.1:1,302,405..1,305,188(-)	hypothetical protein, conserved	protein coding	Tb927.8.4370	
Tb927.8.4380	Tb927_08_v5.1:1,306,377..1,306,784(-)	Archaic translocase of outer membrane 12 kDa subunit	protein coding	Tb927.8.4380	
Tb927.8.4390	Tb927_08_v5.1:1,306,914..1,308,814(-)	translation initiation factor eIF-2B subunit beta, putative	protein coding	Tb927.8.4390	
Tb927.8.4400	Tb927_08_v5.1:1,309,018..1,311,544(-)	Outer dynein arm docking complex protein 1, putative	protein coding	Tb927.8.4400	
Tb927.8.4410	Tb927_08_v5.1:1,311,690..1,313,361(-)	ARP2/3 complex subunit, putative	protein coding	Tb927.8.4410	
Tb927.8.4420	Tb927_08_v5.1:1,314,334..1,314,901(-)	hypothetical protein, conserved	protein coding	Tb927.8.4420	
Tb927.8.4430	Tb927_08_v5.1:1,315,354..1,316,529(-)	uridine phosphorylase	protein coding	Tb927.8.4430	
Tb927.8.4440	Tb927_08_v5.1:1,317,567..1,318,945(-)	mitochondrial carrier protein	protein coding	Tb927.8.4440	
Tb927.8.4450	Tb927_08_v5.1:1,319,116..1,320,885(-)	RNA-binding protein, putative	protein coding	Tb927.8.4450	
Tb927.8.4460	Tb927_08_v5.1:1,321,193..1,324,411(-)	Domain of Unknown Function (DUF1042), putative	protein coding	Tb927.8.4460	
Tb927.8.4470	Tb927_08_v5.1:1,324,654..1,325,414(-)	chaperone protein DnaJ, putative	protein coding	Tb927.8.4470	
Tb927.8.4480	Tb927_08_v5.1:1,325,629..1,326,793(-)	hypothetical protein, conserved	protein coding	Tb927.8.4480	
Tb927.8.4490	Tb927_08_v5.1:1,327,356..1,328,630(-)	hypothetical protein	protein coding	Tb927.8.4490	
Tb927.8.4500	Tb927_08_v5.1:1,328,765..1,334,535(-)	Eukaryotic translation initiation factor 4 gamma 5	protein coding	Tb927.8.4500	
Tb927.8.4510	Tb927_08_v5.1:1,334,676..1,337,572(-)	Nucleoside diphosphate kinase 4	protein coding	Tb927.8.4510	
Tb927.8.4520	Tb927_08_v5.1:1,338,497..1,339,298(-)	hypothetical protein, conserved	protein coding	Tb927.8.4520	
Tb927.8.4530	Tb927_08_v5.1:1,339,404..1,341,108(-)	hypothetical protein, conserved	protein coding	Tb927.8.4530	
Tb927.8.4540	Tb927_08_v5.1:1,346,345..1,349,172(-)	PAB1-binding protein , putative	protein coding	Tb927.8.4540	
Tb927.8.4550	Tb927_08_v5.1:1,349,440..1,350,114(-)	Mitochondrial SSU ribosomal protein, putative	protein coding	Tb927.8.4550	
Tb927.8.4560	Tb927_08_v5.1:1,351,074..1,354,860(-)	hypothetical protein, conserved	protein coding	Tb927.8.4560	
Tb927.8.4570	Tb927_08_v5.1:1,355,017..1,356,795(-)	Zinc finger, C3HC4 type (RING finger), putative	protein coding	Tb927.8.4570	
Tb927.8.4580	Tb927_08_v5.1:1,357,004..1,359,085(-)	Basal body protein	protein coding	Tb927.8.4580	
Tb927.8.4590	Tb927_08_v5.1:1,358,963..1,360,104(-)	hypothetical protein, conserved	protein coding	Tb927.8.4590	
Tb927.8.4600	Tb927_08_v5.1:1,360,215..1,362,017(-)	Zinc finger, C3HC4 type (RING finger), putative	protein coding	Tb927.8.4600	
Tb927.8.4610	Tb927_08_v5.1:1,362,138..1,363,454(-)	Ras-related protein RabX1	protein coding	Tb927.8.4610	
Tb927.8.4620	Tb927_08_v5.1:1,364,444..1,365,387(-)	small GTP-binding protein Rab7, putative	protein coding	Tb927.8.4620	
Tb927.8.4630	Tb927_08_v5.1:1,365,595..1,366,202(-)	hypothetical protein, conserved	protein coding	Tb927.8.4630	
Tb927.8.4640	Tb927_08_v5.1:1,366,318..1,367,885(-)	Component of motile flagella 19	protein coding	Tb927.8.4640	
Tb927.8.4650	Tb927_08_v5.1:1,367,995..1,368,649(-)	hypothetical protein, conserved	protein coding	Tb927.8.4650	
Tb927.8.4660	Tb927_08_v5.1:1,368,846..1,372,047(-)	hypothetical protein, conserved	protein coding	Tb927.8.4660	
Tb927.8.4670	Tb927_08_v5.1:1,372,419..1,374,172(-)	hypothetical protein, conserved	protein coding	Tb927.8.4670	
Tb927.8.4680	Tb927_08_v5.1:1,374,306..1,375,582(-)	Spinocerebellar ataxia type 10 protein domain containing protein, putative	protein coding	Tb927.8.4680	
Tb927.8.4690	Tb927_08_v5.1:1,375,776..1,376,948(-)	hypothetical protein, conserved	protein coding	Tb927.8.4690	
Tb927.8.4700	Tb927_08_v5.1:1,378,393..1,381,585(-)	amino acid transporter, putative	protein coding	Tb927.8.4700	
Tb927.8.4760	Tb927_08_v5.1:1,396,417..1,398,072(-)	kinetoplastid kinetochore protein 20	protein coding	Tb927.8.4760	
Tb927.8.4770	Tb927_08_v5.1:1,403,343..1,404,288(-)	small GTP-binding protein Rab18	protein coding	Tb927.8.4770	
Tb927.8.4790	Tb927_08_v5.1:1,417,546..1,418,959(-)	Putative snoRNA binding domain containing protein, putative	protein coding	Tb927.8.4790	
Tb927.8.480	Tb927_08_v5.1:135,693..137,806(-)	phosphatidic acid phosphatase protein, putative	protein coding	Tb927.8.480	
Tb927.8.4800	Tb927_08_v5.1:1,419,244..1,420,505(-)	hypothetical protein, conserved	protein coding	Tb927.8.4800	
Tb927.8.4810	Tb927_08_v5.1:1,420,688..1,421,813(-)	prohibitin 1	protein coding	Tb927.8.4810	
Tb927.8.4820	Tb927_08_v5.1:1,421,915..1,424,477(-)	eukaryotic translation initiation factor 4 gamma 3	protein coding	Tb927.8.4820	
Tb927.8.4830	Tb927_08_v5.1:1,424,810..1,425,646(-)	u1 small nuclear ribonucleoprotein 70 kDa	protein coding	Tb927.8.4830	
Tb927.8.4840	Tb927_08_v5.1:1,425,784..1,429,488(-)	kinesin, putative	protein coding	Tb927.8.4840	
Tb927.8.4850	Tb927_08_v5.1:1,429,657..1,430,756(-)	hypothetical protein, conserved	protein coding	Tb927.8.4850	
Tb927.8.4860	Tb927_08_v5.1:1,430,923..1,433,034(-)	kinetoplast ribosomal PPR-repeat containing protein 10	protein coding	Tb927.8.4860	
Tb927.8.4870	Tb927_08_v5.1:1,433,185..1,437,153(-)	Component of motile flagella 6	protein coding	Tb927.8.4870	
Tb927.8.4880	Tb927_08_v5.1:1,437,486..1,441,527(-)	DNA polymerase alpha catalytic subunit	protein coding	Tb927.8.4880	
Tb927.8.4890	Tb927_08_v5.1:1,441,654..1,443,256(-)	pol-associated gene 1	protein coding	Tb927.8.4890	
Tb927.8.490	Tb927_08_v5.1:138,767..139,630(-)	hypothetical protein	protein coding	Tb927.8.490	
Tb927.8.4900	Tb927_08_v5.1:1,451,476..1,455,473(+)	hypothetical protein, conserved	protein coding	Tb927.8.4900	
Tb927.8.4910	Tb927_08_v5.1:1,455,605..1,456,104(+)	hypothetical protein, conserved	protein coding	Tb927.8.4910	
Tb927.8.4920	Tb927_08_v5.1:1,456,263..1,458,674(+)	hypothetical protein, conserved	protein coding	Tb927.8.4920	
Tb927.8.4930	Tb927_08_v5.1:1,458,866..1,460,096(+)	hypothetical protein, conserved	protein coding	Tb927.8.4930	
Tb927.8.4940	Tb927_08_v5.1:1,460,323..1,462,238(+)	hypothetical protein, conserved	protein coding	Tb927.8.4940	
Tb927.8.4960	Tb927_08_v5.1:1,469,613..1,474,602(+)	hypothetical protein, conserved	protein coding	Tb927.8.4960	
Tb927.8.4970	Tb927_08_v5.1:1,474,765..1,476,763(+)	Paraflagellar rod protein 2-1	protein coding	Tb927.8.4970	
Tb927.8.500	Tb927_08_v5.1:139,718..140,745(-)	hypothetical protein	protein coding	Tb927.8.500	
Tb927.8.5020	Tb927_08_v5.1:1,486,226..1,488,214(+)	hypothetical protein, conserved	protein coding	Tb927.8.5020	
Tb927.8.5030	Tb927_08_v5.1:1,488,323..1,488,988(+)	transport protein particle (TRAPP) component, Bet3, putative	protein coding	Tb927.8.5030	
Tb927.8.5040	Tb927_08_v5.1:1,489,391..1,490,840(+)	EMG1/NEP1 methyltransferase, putative	protein coding	Tb927.8.5040	
Tb927.8.5050	Tb927_08_v5.1:1,491,031..1,495,547(+)	OTU-like cysteine protease, putative	protein coding	Tb927.8.5050	
Tb927.8.5060	Tb927_08_v5.1:1,495,866..1,496,635(+)	ADP-ribosylation factor-like protein 6	protein coding	Tb927.8.5060	
Tb927.8.5070	Tb927_08_v5.1:1,497,502..1,498,602(+)	hypothetical protein, conserved	protein coding	Tb927.8.5070	
Tb927.8.5080	Tb927_08_v5.1:1,498,702..1,502,336(+)	fatty-acid amide hydrolase, putative	protein coding	Tb927.8.5080	
Tb927.8.5090	Tb927_08_v5.1:1,502,444..1,508,604(+)	DNA-directed RNA polymerase I largest subunit	protein coding	Tb927.8.5090	
Tb927.8.5100	Tb927_08_v5.1:1,508,989..1,517,783(+)	hypothetical protein, conserved	protein coding	Tb927.8.5100	
Tb927.8.5110	Tb927_08_v5.1:1,518,170..1,524,300(+)	hypothetical protein, conserved	protein coding	Tb927.8.5110	
Tb927.8.5120	Tb927_08_v5.1:1,526,913..1,528,646(+)	cytochrome c	protein coding	Tb927.8.5120	
Tb927.8.5130	Tb927_08_v5.1:1,529,446..1,531,424(+)	Present in the outer mitochondrial membrane proteome 41	protein coding	Tb927.8.5130	
Tb927.8.5140	Tb927_08_v5.1:1,531,814..1,534,527(+)	diacylglycerol kinase, putative	protein coding	Tb927.8.5140	
Tb927.8.5150	Tb927_08_v5.1:1,534,976..1,535,405(+)	hypothetical protein, conserved	protein coding	Tb927.8.5150	
Tb927.8.5160	Tb927_08_v5.1:1,535,905..1,541,508(+)	hypothetical protein, conserved	protein coding	Tb927.8.5160	
Tb927.8.5170	Tb927_08_v5.1:1,541,687..1,546,096(+)	hypothetical protein, conserved	protein coding	Tb927.8.5170	
Tb927.8.5180	Tb927_08_v5.1:1,546,221..1,547,088(+)	U6 snRNA-associated sm-like protein Lsm2	protein coding	Tb927.8.5180	
Tb927.8.5190	Tb927_08_v5.1:1,547,169..1,548,699(+)	hypothetical protein, conserved	protein coding	Tb927.8.5190	
Tb927.8.5200	Tb927_08_v5.1:1,549,441..1,555,421(+)	Mitochondrial SSU ribosomal protein, putative	protein coding	Tb927.8.5200	
Tb927.8.5210	Tb927_08_v5.1:1,555,578..1,559,174(+)	cullin 3, putative	protein coding	Tb927.8.5210	
Tb927.8.5220	Tb927_08_v5.1:1,559,468..1,562,983(+)	hypothetical protein, conserved	protein coding	Tb927.8.5220	
Tb927.8.5230	Tb927_08_v5.1:1,563,327..1,564,491(+)	peptidyl-prolyl cis-trans isomerase, putative	protein coding	Tb927.8.5230	
Tb927.8.5240	Tb927_08_v5.1:1,564,608..1,568,841(+)	Domain of unknown function DUF221, putative	protein coding	Tb927.8.5240	
Tb927.8.5250	Tb927_08_v5.1:1,568,995..1,570,821(+)	delta-coat protein, putative	protein coding	Tb927.8.5250	
Tb927.8.5260	Tb927_08_v5.1:1,571,552..1,572,095(+)	60S ribosomal protein L39, putative	protein coding	Tb927.8.5260	
Tb927.8.5270	Tb927_08_v5.1:1,572,238..1,573,251(+)	hypothetical protein, conserved	protein coding	Tb927.8.5270	
Tb927.8.5280	Tb927_08_v5.1:1,573,734..1,575,151(+)	mitochondrial ribosomal protein s34	protein coding	Tb927.8.5280	
Tb927.8.5290	Tb927_08_v5.1:1,575,271..1,577,200(+)	WW domain containing protein, putative	protein coding	Tb927.8.5290	
Tb927.8.5300	Tb927_08_v5.1:1,577,686..1,579,639(+)	hypothetical protein, conserved	protein coding	Tb927.8.5300	
Tb927.8.5310	Tb927_08_v5.1:1,581,544..1,582,936(+)	Polyketide cyclase / dehydrase and lipid transport, putative	protein coding	Tb927.8.5310	
Tb927.8.5320	Tb927_08_v5.1:1,583,661..1,584,179(+)	hypothetical protein, conserved	protein coding	Tb927.8.5320	
Tb927.8.5330	Tb927_08_v5.1:1,584,356..1,585,141(+)	tyrosyl/methionyl-tRNA synthetase, putative	protein coding	Tb927.8.5330	
Tb927.8.5350	Tb927_08_v5.1:1,589,233..1,591,294(-)	hypothetical protein, conserved	protein coding	Tb927.8.5350	
Tb927.8.5360	Tb927_08_v5.1:1,592,618..1,593,035(-)	hypothetical protein, conserved	protein coding	Tb927.8.5360	
Tb927.8.5370	Tb927_08_v5.1:1,593,473..1,595,023(-)	hypothetical protein, conserved	protein coding	Tb927.8.5370	
Tb927.8.5380	Tb927_08_v5.1:1,595,368..1,595,795(-)	ubiquitin fold modifier protein, putative	protein coding	Tb927.8.5380	
